NAME_1,NAME_0,GID_1,admin0
Beijing,China,CHN.2_1,CHN
Chongqing,China,CHN.3_1,CHN
Fujian,China,CHN.4_1,CHN
Gansu,China,CHN.5_1,CHN
Guangdong,China,CHN.6_1,CHN
Guangxi,China,CHN.7_1,CHN
Guizhou,China,CHN.8_1,CHN
Hainan,China,CHN.9_1,CHN
Hebei,China,CHN.10_1,CHN
Heilongjiang,China,CHN.11_1,CHN
Henan,China,CHN.12_1,CHN
Hubei,China,CHN.13_1,CHN
Hunan,China,CHN.14_1,CHN
Jiangsu,China,CHN.15_1,CHN
Jiangxi,China,CHN.16_1,CHN
Jilin,China,CHN.17_1,CHN
Liaoning,China,CHN.18_1,CHN
Nei Mongol,China,CHN.19_1,CHN
Ningxia Hui,China,CHN.20_1,CHN
Qinghai,China,CHN.21_1,CHN
Shaanxi,China,CHN.22_1,CHN
Shandong,China,CHN.23_1,CHN
Shanghai,China,CHN.24_1,CHN
Shanxi,China,CHN.25_1,CHN
Sichuan,China,CHN.26_1,CHN
Tianjin,China,CHN.27_1,CHN
Xinjiang Uygur,China,CHN.28_1,CHN
Xizang,China,CHN.29_1,CHN
Yunnan,China,CHN.30_1,CHN
Zhejiang,China,CHN.31_1,CHN
Amazonas,Colombia,COL.1_1,COL
Antioquia,Colombia,COL.2_1,COL
Arauca,Colombia,COL.3_1,COL
Atlántico,Colombia,COL.4_1,COL
Bolívar,Colombia,COL.5_1,COL
Boyacá,Colombia,COL.6_1,COL
Caldas,Colombia,COL.7_1,COL
Caquetá,Colombia,COL.8_1,COL
Casanare,Colombia,COL.9_1,COL
Cauca,Colombia,COL.10_1,COL
Cesar,Colombia,COL.11_1,COL
Chocó,Colombia,COL.12_1,COL
Córdoba,Colombia,COL.13_1,COL
Cundinamarca,Colombia,COL.14_1,COL
Guainía,Colombia,COL.15_1,COL
Guaviare,Colombia,COL.16_1,COL
Huila,Colombia,COL.17_1,COL
La Guajira,Colombia,COL.18_1,COL
Magdalena,Colombia,COL.19_1,COL
Meta,Colombia,COL.20_1,COL
Nariño,Colombia,COL.21_1,COL
Norte de Santander,Colombia,COL.22_1,COL
Putumayo,Colombia,COL.23_1,COL
Quindío,Colombia,COL.24_1,COL
Risaralda,Colombia,COL.25_1,COL
San Andrés y Providencia,Colombia,COL.26_1,COL
Santander,Colombia,COL.27_1,COL
Sucre,Colombia,COL.28_1,COL
Tolima,Colombia,COL.29_1,COL
Valle del Cauca,Colombia,COL.30_1,COL
Vaupés,Colombia,COL.31_1,COL
Vichada,Colombia,COL.32_1,COL
Mwali,Comoros,COM.1_1,COM
Njazídja,Comoros,COM.2_1,COM
Nzwani,Comoros,COM.3_1,COM
NA,Cook Islands,NA,COK
Alajuela,Costa Rica,CRI.1_1,CRI
Cartago,Costa Rica,CRI.2_1,CRI
Guanacaste,Costa Rica,CRI.3_1,CRI
Heredia,Costa Rica,CRI.4_1,CRI
Limón,Costa Rica,CRI.5_1,CRI
Puntarenas,Costa Rica,CRI.6_1,CRI
San José,Costa Rica,CRI.7_1,CRI
Abidjan,Côte d'Ivoire,CIV.1_1,CIV
Bas-Sassandra,Côte d'Ivoire,CIV.2_1,CIV
Comoé,Côte d'Ivoire,CIV.3_1,CIV
Denguélé,Côte d'Ivoire,CIV.4_1,CIV
Gôh-Djiboua,Côte d'Ivoire,CIV.5_1,CIV
Lacs,Côte d'Ivoire,CIV.6_1,CIV
Lagunes,Côte d'Ivoire,CIV.7_1,CIV
Montagnes,Côte d'Ivoire,CIV.8_1,CIV
Sassandra-Marahoué,Côte d'Ivoire,CIV.9_1,CIV
Savanes,Côte d'Ivoire,CIV.10_1,CIV
Vallée du Bandama,Côte d'Ivoire,CIV.11_1,CIV
Woroba,Côte d'Ivoire,CIV.12_1,CIV
Yamoussoukro,Côte d'Ivoire,CIV.13_1,CIV
Zanzan,Côte d'Ivoire,CIV.14_1,CIV
Bjelovarska-Bilogorska,Croatia,HRV.1_1,HRV
Brodsko-Posavska,Croatia,HRV.2_1,HRV
Dubrovacko-Neretvanska,Croatia,HRV.3_1,HRV
Grad Zagreb,Croatia,HRV.4_1,HRV
Istarska,Croatia,HRV.5_1,HRV
Karlovacka,Croatia,HRV.6_1,HRV
Koprivničko-Križevačka,Croatia,HRV.7_1,HRV
Krapinsko-Zagorska,Croatia,HRV.8_1,HRV
Licko-Senjska,Croatia,HRV.9_1,HRV
Medimurska,Croatia,HRV.10_1,HRV
Osjecko-Baranjska,Croatia,HRV.11_1,HRV
Požeško-Slavonska,Croatia,HRV.12_1,HRV
Primorsko-Goranska,Croatia,HRV.13_1,HRV
Šibensko-Kninska,Croatia,HRV.14_1,HRV
Sisacko-Moslavacka,Croatia,HRV.15_1,HRV
Splitsko-Dalmatinska,Croatia,HRV.16_1,HRV
Varaždinska,Croatia,HRV.17_1,HRV
Viroviticko-Podravska,Croatia,HRV.18_1,HRV
Vukovarsko-Srijemska,Croatia,HRV.19_1,HRV
Zadarska,Croatia,HRV.20_1,HRV
Zagrebačka,Croatia,HRV.21_1,HRV
Camagüey,Cuba,CUB.1_1,CUB
Ciego de Ávila,Cuba,CUB.2_1,CUB
Cienfuegos,Cuba,CUB.3_1,CUB
Ciudad de la Habana,Cuba,CUB.4_1,CUB
Granma,Cuba,CUB.5_1,CUB
Guantánamo,Cuba,CUB.6_1,CUB
Holguín,Cuba,CUB.7_1,CUB
Isla de la Juventud,Cuba,CUB.8_1,CUB
La Habana,Cuba,CUB.9_1,CUB
Las Tunas,Cuba,CUB.10_1,CUB
Matanzas,Cuba,CUB.11_1,CUB
Mayabeque,Cuba,CUB.12_1,CUB
Pinar del Río,Cuba,CUB.13_1,CUB
Sancti Spíritus,Cuba,CUB.14_1,CUB
Santiago de Cuba,Cuba,CUB.15_1,CUB
Villa Clara,Cuba,CUB.16_1,CUB
NA,Curaçao,NA,CUW
Famagusta,Cyprus,CYP.1_1,CYP
Larnaca,Cyprus,CYP.2_1,CYP
Limassol,Cyprus,CYP.3_1,CYP
Nicosia,Cyprus,CYP.4_1,CYP
Paphos,Cyprus,CYP.5_1,CYP
Jihočeský,Czech Republic,CZE.1_1,CZE
Jihomoravský,Czech Republic,CZE.2_1,CZE
Karlovarský,Czech Republic,CZE.3_1,CZE
Kraj Vysočina,Czech Republic,CZE.4_1,CZE
Královéhradecký,Czech Republic,CZE.5_1,CZE
Liberecký,Czech Republic,CZE.6_1,CZE
Moravskoslezský,Czech Republic,CZE.7_1,CZE
Olomoucký,Czech Republic,CZE.8_1,CZE
Pardubický,Czech Republic,CZE.9_1,CZE
Plzeňský,Czech Republic,CZE.10_1,CZE
Prague,Czech Republic,CZE.11_1,CZE
Středočeský,Czech Republic,CZE.12_1,CZE
Ústecký,Czech Republic,CZE.13_1,CZE
Zlínský,Czech Republic,CZE.14_1,CZE
Bas-Uélé,Democratic Republic of the Congo,COD.1_1,COD
Équateur,Democratic Republic of the Congo,COD.2_1,COD
Haut-Katanga,Democratic Republic of the Congo,COD.3_1,COD
Haut-Lomami,Democratic Republic of the Congo,COD.4_1,COD
Haut-Uélé,Democratic Republic of the Congo,COD.5_1,COD
Ituri,Democratic Republic of the Congo,COD.6_1,COD
Kasaï-Central,Democratic Republic of the Congo,COD.7_1,COD
Kasaï-Oriental,Democratic Republic of the Congo,COD.8_1,COD
Kasaï,Democratic Republic of the Congo,COD.9_1,COD
Kinshasa,Democratic Republic of the Congo,COD.10_1,COD
Kongo-Central,Democratic Republic of the Congo,COD.11_1,COD
Kwango,Democratic Republic of the Congo,COD.12_1,COD
Kwilu,Democratic Republic of the Congo,COD.13_1,COD
Lomami,Democratic Republic of the Congo,COD.14_1,COD
Lualaba,Democratic Republic of the Congo,COD.15_1,COD
Maï-Ndombe,Democratic Republic of the Congo,COD.16_1,COD
Maniema,Democratic Republic of the Congo,COD.17_1,COD
Mongala,Democratic Republic of the Congo,COD.18_1,COD
Nord-Kivu,Democratic Republic of the Congo,COD.19_1,COD
Nord-Ubangi,Democratic Republic of the Congo,COD.20_1,COD
Sankuru,Democratic Republic of the Congo,COD.21_1,COD
Sud-Kivu,Democratic Republic of the Congo,COD.22_1,COD
Sud-Ubangi,Democratic Republic of the Congo,COD.23_1,COD
Tanganyika,Democratic Republic of the Congo,COD.24_1,COD
Tshopo,Democratic Republic of the Congo,COD.25_1,COD
Tshuapa,Democratic Republic of the Congo,COD.26_1,COD
Hovedstaden,Denmark,DNK.1_1,DNK
Midtjylland,Denmark,DNK.2_1,DNK
Nordjylland,Denmark,DNK.3_1,DNK
Sjælland,Denmark,DNK.4_1,DNK
Syddanmark,Denmark,DNK.5_1,DNK
Ali Sabieh,Djibouti,DJI.1_1,DJI
Dikhil,Djibouti,DJI.2_1,DJI
Djibouti,Djibouti,DJI.3_1,DJI
Obock,Djibouti,DJI.4_1,DJI
Tadjourah,Djibouti,DJI.5_1,DJI
Azua,Dominican Republic,DOM.1_1,DOM
Bahoruco,Dominican Republic,DOM.2_1,DOM
Barahona,Dominican Republic,DOM.3_1,DOM
Dajabón,Dominican Republic,DOM.4_1,DOM
Distrito Nacional,Dominican Republic,DOM.5_1,DOM
Duarte,Dominican Republic,DOM.6_1,DOM
El Seybo,Dominican Republic,DOM.7_1,DOM
Espaillat,Dominican Republic,DOM.8_1,DOM
Hato Mayor,Dominican Republic,DOM.9_1,DOM
Independencia,Dominican Republic,DOM.10_1,DOM
La Altagracia,Dominican Republic,DOM.11_1,DOM
